clk_s_T(s),gbf_T(s),q_str_d,Alarm_Detector,q_str_atm,Alarm_ATM
3.800000e-06,4.400000e-07,3,'1',42,'1'
3.800000e-06,4.450000e-07,3,'1',42,'1'
3.800000e-06,4.500000e-07,3,'1',42,'1'
3.800000e-06,4.540000e-07,3,'1',41,'1'
3.800000e-06,4.590000e-07,3,'1',41,'1'
3.800000e-06,4.640000e-07,3,'1',40,'1'
3.800000e-06,4.700000e-07,3,'1',39,'1'
3.800000e-06,4.750000e-07,3,'1',39,'1'
3.800000e-06,4.800000e-07,3,'1',38,'1'
3.800000e-06,4.850000e-07,3,'1',38,'1'
3.800000e-06,4.900000e-07,3,'1',38,'1'
3.800000e-06,4.950000e-07,3,'1',37,'1'
4.000000e-06,5.000000e-09,143,'1',3999,'1'
4.000000e-06,1.000000e-08,199,'1',1999,'1'
4.000000e-06,1.500000e-08,132,'1',1332,'1'
4.000000e-06,1.900000e-08,99,'1',999,'1'
4.000000e-06,2.400000e-08,79,'1',799,'1'
4.000000e-06,3.000000e-08,66,'1',666,'1'
4.000000e-06,3.500000e-08,56,'1',570,'1'
4.000000e-06,4.000000e-08,49,'1',499,'1'
4.000000e-06,4.500000e-08,43,'1',444,'1'
4.000000e-06,4.900000e-08,39,'1',399,'1'
4.000000e-06,5.400000e-08,36,'1',363,'1'
4.000000e-06,6.000000e-08,32,'1',332,'1'
4.000000e-06,6.500000e-08,30,'1',307,'1'
4.000000e-06,7.000000e-08,28,'1',284,'1'
4.000000e-06,7.500000e-08,25,'1',265,'1'
4.000000e-06,7.900000e-08,24,'0',249,'1'
4.000000e-06,8.400000e-08,23,'0',234,'1'
4.000000e-06,9.000000e-08,21,'0',221,'1'
4.000000e-06,9.500000e-08,20,'0',209,'0'
4.000000e-06,1.000000e-07,19,'0',199,'0'
4.000000e-06,1.050000e-07,18,'0',189,'0'
4.000000e-06,1.090000e-07,18,'0',181,'0'
4.000000e-06,1.140000e-07,17,'0',173,'1'
4.000000e-06,1.200000e-07,15,'0',165,'1'
4.000000e-06,1.250000e-07,15,'0',159,'1'
4.000000e-06,1.300000e-07,14,'0',153,'1'
4.000000e-06,1.350000e-07,14,'1',147,'1'
4.000000e-06,1.400000e-07,13,'1',142,'1'
4.000000e-06,1.450000e-07,13,'1',136,'1'
4.000000e-06,1.500000e-07,13,'1',133,'1'
4.000000e-06,1.550000e-07,12,'1',128,'1'
4.000000e-06,1.600000e-07,11,'1',124,'1'
4.000000e-06,1.640000e-07,11,'1',120,'1'
4.000000e-06,1.690000e-07,11,'1',117,'1'
4.000000e-06,1.750000e-07,11,'1',113,'1'
4.000000e-06,1.800000e-07,10,'1',110,'1'
4.000000e-06,1.850000e-07,9,'1',107,'1'
4.000000e-06,1.900000e-07,10,'1',104,'1'
4.000000e-06,1.950000e-07,9,'1',102,'1'
4.000000e-06,2.000000e-07,9,'1',99,'1'
4.000000e-06,2.050000e-07,9,'1',96,'1'
4.000000e-06,2.100000e-07,9,'1',94,'1'
4.000000e-06,2.150000e-07,9,'1',92,'1'
4.000000e-06,2.200000e-07,8,'1',90,'1'
4.000000e-06,2.250000e-07,8,'1',88,'1'
4.000000e-06,2.300000e-07,7,'1',86,'1'
4.000000e-06,2.350000e-07,7,'1',84,'1'
4.000000e-06,2.400000e-07,7,'1',82,'1'
4.000000e-06,2.450000e-07,7,'1',81,'1'
4.000000e-06,2.500000e-07,7,'1',79,'1'
4.000000e-06,2.550000e-07,7,'1',78,'1'
4.000000e-06,2.600000e-07,7,'1',76,'1'
4.000000e-06,2.650000e-07,7,'1',74,'1'
4.000000e-06,2.700000e-07,7,'1',73,'1'
4.000000e-06,2.750000e-07,6,'1',71,'1'
4.000000e-06,2.800000e-07,6,'1',70,'1'
4.000000e-06,2.850000e-07,6,'1',70,'1'
4.000000e-06,2.900000e-07,6,'1',68,'1'
4.000000e-06,2.950000e-07,6,'1',67,'1'
4.000000e-06,3.000000e-07,6,'1',66,'1'
4.000000e-06,3.050000e-07,5,'1',64,'1'
4.000000e-06,3.100000e-07,6,'1',63,'1'
4.000000e-06,3.150000e-07,6,'1',63,'1'
4.000000e-06,3.200000e-07,5,'1',61,'1'
4.000000e-06,3.250000e-07,5,'1',61,'1'
4.000000e-06,3.300000e-07,5,'1',60,'1'
4.000000e-06,3.350000e-07,5,'1',58,'1'
4.000000e-06,3.390000e-07,5,'1',58,'1'
4.000000e-06,3.450000e-07,5,'1',57,'1'
4.000000e-06,3.500000e-07,4,'1',56,'1'
4.000000e-06,3.550000e-07,4,'1',55,'1'
4.000000e-06,3.600000e-07,5,'1',55,'1'
4.000000e-06,3.650000e-07,4,'1',54,'1'
4.000000e-06,3.700000e-07,4,'1',53,'1'
4.000000e-06,3.750000e-07,4,'1',52,'1'
4.000000e-06,3.800000e-07,4,'1',51,'1'
4.000000e-06,3.850000e-07,5,'1',51,'1'
4.000000e-06,3.900000e-07,5,'1',50,'1'
4.000000e-06,3.950000e-07,4,'1',50,'1'
4.000000e-06,4.000000e-07,4,'1',49,'1'
4.000000e-06,4.050000e-07,4,'1',48,'1'
4.000000e-06,4.100000e-07,4,'1',48,'1'
4.000000e-06,4.150000e-07,4,'1',47,'1'
4.000000e-06,4.200000e-07,4,'1',46,'1'
4.000000e-06,4.250000e-07,4,'1',46,'1'
4.000000e-06,4.300000e-07,4,'1',46,'1'
4.000000e-06,4.350000e-07,4,'1',45,'1'
4.000000e-06,4.400000e-07,3,'1',45,'1'
4.000000e-06,4.450000e-07,3,'1',44,'1'
4.000000e-06,4.500000e-07,4,'1',43,'1'
4.000000e-06,4.540000e-07,3,'1',43,'1'
4.000000e-06,4.590000e-07,3,'1',43,'1'
4.000000e-06,4.640000e-07,4,'1',42,'1'
4.000000e-06,4.700000e-07,4,'1',42,'1'
4.000000e-06,4.750000e-07,3,'1',41,'1'
4.000000e-06,4.800000e-07,3,'1',40,'1'
4.000000e-06,4.850000e-07,3,'1',40,'1'
4.000000e-06,4.900000e-07,3,'1',40,'1'
4.000000e-06,4.950000e-07,3,'1',39,'1'
4.200000e-06,5.000000e-09,163,'1',4199,'1'
4.200000e-06,1.000000e-08,209,'1',2099,'1'
4.200000e-06,1.500000e-08,139,'1',1399,'1'
4.200000e-06,1.900000e-08,104,'1',1049,'1'
4.200000e-06,2.400000e-08,83,'1',839,'1'
4.200000e-06,3.000000e-08,69,'1',699,'1'
4.200000e-06,3.500000e-08,59,'1',599,'1'
4.200000e-06,4.000000e-08,52,'1',524,'1'
4.200000e-06,4.500000e-08,45,'1',465,'1'
4.200000e-06,4.900000e-08,41,'1',419,'1'
4.200000e-06,5.400000e-08,37,'1',381,'1'
4.200000e-06,6.000000e-08,34,'1',349,'1'
4.200000e-06,6.500000e-08,32,'1',322,'1'
4.200000e-06,7.000000e-08,29,'1',299,'1'
4.200000e-06,7.500000e-08,27,'1',279,'1'
4.200000e-06,7.900000e-08,26,'1',261,'1'
4.200000e-06,8.400000e-08,24,'0',246,'1'
4.200000e-06,9.000000e-08,22,'0',232,'1'
4.200000e-06,9.500000e-08,21,'0',220,'1'
4.200000e-06,1.000000e-07,20,'0',209,'0'
4.200000e-06,1.050000e-07,19,'0',199,'0'
4.200000e-06,1.090000e-07,18,'0',190,'0'
4.200000e-06,1.140000e-07,17,'0',182,'0'
4.200000e-06,1.200000e-07,17,'0',174,'1'
4.200000e-06,1.250000e-07,16,'0',167,'1'
4.200000e-06,1.300000e-07,15,'0',161,'1'
4.200000e-06,1.350000e-07,14,'0',155,'1'
4.200000e-06,1.400000e-07,14,'0',149,'1'
4.200000e-06,1.450000e-07,13,'1',144,'1'
4.200000e-06,1.500000e-07,13,'1',139,'1'
4.200000e-06,1.550000e-07,13,'1',134,'1'
4.200000e-06,1.600000e-07,13,'1',130,'1'
4.200000e-06,1.640000e-07,12,'1',126,'1'
4.200000e-06,1.690000e-07,11,'1',122,'1'
4.200000e-06,1.750000e-07,11,'1',119,'1'
4.200000e-06,1.800000e-07,11,'1',116,'1'
4.200000e-06,1.850000e-07,10,'1',113,'1'
4.200000e-06,1.900000e-07,10,'1',110,'1'
4.200000e-06,1.950000e-07,10,'1',106,'1'
4.200000e-06,2.000000e-07,10,'1',104,'1'
4.200000e-06,2.050000e-07,10,'1',101,'1'
4.200000e-06,2.100000e-07,9,'1',99,'1'
4.200000e-06,2.150000e-07,9,'1',97,'1'
4.200000e-06,2.200000e-07,9,'1',94,'1'
4.200000e-06,2.250000e-07,8,'1',92,'1'
4.200000e-06,2.300000e-07,8,'1',90,'1'
4.200000e-06,2.350000e-07,8,'1',89,'1'
4.200000e-06,2.400000e-07,8,'1',87,'1'
4.200000e-06,2.450000e-07,8,'1',85,'1'
4.200000e-06,2.500000e-07,8,'1',83,'1'
4.200000e-06,2.550000e-07,8,'1',81,'1'
4.200000e-06,2.600000e-07,7,'1',80,'1'
4.200000e-06,2.650000e-07,7,'1',79,'1'
4.200000e-06,2.700000e-07,7,'1',77,'1'
4.200000e-06,2.750000e-07,6,'1',75,'1'
4.200000e-06,2.800000e-07,7,'1',74,'1'
4.200000e-06,2.850000e-07,6,'1',72,'1'
4.200000e-06,2.900000e-07,6,'1',72,'1'
4.200000e-06,2.950000e-07,6,'1',71,'1'
4.200000e-06,3.000000e-07,6,'1',69,'1'
4.200000e-06,3.050000e-07,6,'1',67,'1'
4.200000e-06,3.100000e-07,6,'1',67,'1'
4.200000e-06,3.150000e-07,5,'1',66,'1'
4.200000e-06,3.200000e-07,6,'1',64,'1'
4.200000e-06,3.250000e-07,6,'1',63,'1'
4.200000e-06,3.300000e-07,6,'1',63,'1'
4.200000e-06,3.350000e-07,5,'1',62,'1'
4.200000e-06,3.390000e-07,5,'1',61,'1'
4.200000e-06,3.450000e-07,5,'1',60,'1'
4.200000e-06,3.500000e-07,5,'1',59,'1'
4.200000e-06,3.550000e-07,5,'1',59,'1'
4.200000e-06,3.600000e-07,5,'1',57,'1'
4.200000e-06,3.650000e-07,5,'1',56,'1'
4.200000e-06,3.700000e-07,5,'1',56,'1'
4.200000e-06,3.750000e-07,4,'1',55,'1'
4.200000e-06,3.800000e-07,5,'1',54,'1'
4.200000e-06,3.850000e-07,4,'1',54,'1'
4.200000e-06,3.900000e-07,4,'1',53,'1'
4.200000e-06,3.950000e-07,5,'1',52,'1'
4.200000e-06,4.000000e-07,4,'1',52,'1'
4.200000e-06,4.050000e-07,4,'1',51,'1'
4.200000e-06,4.100000e-07,4,'1',51,'1'
4.200000e-06,4.150000e-07,4,'1',49,'1'
4.200000e-06,4.200000e-07,4,'1',49,'1'
4.200000e-06,4.250000e-07,4,'1',48,'1'
4.200000e-06,4.300000e-07,4,'1',47,'1'
4.200000e-06,4.350000e-07,4,'1',47,'1'
4.200000e-06,4.400000e-07,4,'1',47,'1'
4.200000e-06,4.450000e-07,4,'1',46,'1'
4.200000e-06,4.500000e-07,4,'1',46,'1'
4.200000e-06,4.540000e-07,4,'1',45,'1'
4.200000e-06,4.590000e-07,3,'1',45,'1'
4.200000e-06,4.640000e-07,4,'1',44,'1'
4.200000e-06,4.700000e-07,4,'1',44,'1'
4.200000e-06,4.750000e-07,4,'1',43,'1'
4.200000e-06,4.800000e-07,3,'1',43,'1'
4.200000e-06,4.850000e-07,3,'1',42,'1'
4.200000e-06,4.900000e-07,4,'1',42,'1'
4.200000e-06,4.950000e-07,3,'1',42,'1'
4.399000e-06,5.000000e-09,183,'1',4399,'1'
4.399000e-06,1.000000e-08,219,'1',2199,'1'
4.399000e-06,1.500000e-08,145,'1',1465,'1'
4.399000e-06,1.900000e-08,109,'1',1100,'1'
4.399000e-06,2.400000e-08,87,'1',879,'1'
4.399000e-06,3.000000e-08,73,'1',732,'1'
4.399000e-06,3.500000e-08,62,'1',628,'1'
4.399000e-06,4.000000e-08,54,'1',549,'1'
4.399000e-06,4.500000e-08,47,'1',488,'1'
4.399000e-06,4.900000e-08,43,'1',439,'1'
4.399000e-06,5.400000e-08,39,'1',399,'1'
4.399000e-06,6.000000e-08,36,'1',365,'1'
4.399000e-06,6.500000e-08,33,'1',337,'1'
4.399000e-06,7.000000e-08,30,'1',313,'1'
4.399000e-06,7.500000e-08,29,'1',292,'1'
4.399000e-06,7.900000e-08,26,'1',274,'1'
4.399000e-06,8.400000e-08,25,'0',257,'1'
4.399000e-06,9.000000e-08,23,'0',243,'1'
4.399000e-06,9.500000e-08,22,'0',231,'1'
4.399000e-06,1.000000e-07,21,'0',219,'0'
4.399000e-06,1.050000e-07,20,'0',208,'0'
4.399000e-06,1.090000e-07,19,'0',199,'0'
4.399000e-06,1.140000e-07,19,'0',190,'0'
4.399000e-06,1.200000e-07,17,'0',182,'0'
4.399000e-06,1.250000e-07,17,'0',175,'1'
4.399000e-06,1.300000e-07,16,'0',168,'1'
4.399000e-06,1.350000e-07,16,'0',162,'1'
4.399000e-06,1.400000e-07,15,'0',156,'1'
4.399000e-06,1.450000e-07,14,'0',150,'1'
4.399000e-06,1.500000e-07,14,'1',146,'1'
4.399000e-06,1.550000e-07,13,'1',141,'1'
4.399000e-06,1.600000e-07,13,'1',136,'1'
4.399000e-06,1.640000e-07,12,'1',133,'1'
4.399000e-06,1.690000e-07,12,'1',129,'1'
4.399000e-06,1.750000e-07,11,'1',124,'1'
4.399000e-06,1.800000e-07,11,'1',122,'1'
4.399000e-06,1.850000e-07,11,'1',118,'1'
4.399000e-06,1.900000e-07,11,'1',115,'1'
4.399000e-06,1.950000e-07,10,'1',111,'1'
4.399000e-06,2.000000e-07,10,'1',109,'1'
4.399000e-06,2.050000e-07,10,'1',106,'1'
4.399000e-06,2.100000e-07,10,'1',104,'1'
4.399000e-06,2.150000e-07,9,'1',102,'1'
4.399000e-06,2.200000e-07,9,'1',99,'1'
4.399000e-06,2.250000e-07,9,'1',96,'1'
4.399000e-06,2.300000e-07,8,'1',95,'1'
4.399000e-06,2.350000e-07,9,'1',93,'1'
4.399000e-06,2.400000e-07,9,'1',91,'1'
4.399000e-06,2.450000e-07,8,'1',89,'1'
4.399000e-06,2.500000e-07,8,'1',87,'1'
4.399000e-06,2.550000e-07,8,'1',85,'1'
4.399000e-06,2.600000e-07,8,'1',83,'1'
4.399000e-06,2.650000e-07,7,'1',82,'1'
4.399000e-06,2.700000e-07,8,'1',81,'1'
4.399000e-06,2.750000e-07,7,'1',79,'1'
4.399000e-06,2.800000e-07,7,'1',78,'1'
4.399000e-06,2.850000e-07,7,'1',77,'1'
4.399000e-06,2.900000e-07,7,'1',75,'1'
4.399000e-06,2.950000e-07,7,'1',74,'1'
4.399000e-06,3.000000e-07,7,'1',72,'1'
4.399000e-06,3.050000e-07,6,'1',72,'1'
4.399000e-06,3.100000e-07,6,'1',70,'1'
4.399000e-06,3.150000e-07,6,'1',69,'1'
4.399000e-06,3.200000e-07,6,'1',68,'1'
4.399000e-06,3.250000e-07,6,'1',67,'1'
4.399000e-06,3.300000e-07,6,'1',66,'1'
4.399000e-06,3.350000e-07,6,'1',65,'1'
4.399000e-06,3.390000e-07,6,'1',63,'1'
4.399000e-06,3.450000e-07,6,'1',63,'1'
4.399000e-06,3.500000e-07,6,'1',62,'1'
4.399000e-06,3.550000e-07,5,'1',61,'1'
4.399000e-06,3.600000e-07,5,'1',60,'1'
4.399000e-06,3.650000e-07,5,'1',59,'1'
4.399000e-06,3.700000e-07,5,'1',59,'1'
4.399000e-06,3.750000e-07,5,'1',57,'1'
4.399000e-06,3.800000e-07,5,'1',57,'1'
4.399000e-06,3.850000e-07,5,'1',56,'1'
4.399000e-06,3.900000e-07,5,'1',55,'1'
4.399000e-06,3.950000e-07,4,'1',54,'1'
4.399000e-06,4.000000e-07,5,'1',54,'1'
4.399000e-06,4.050000e-07,4,'1',53,'1'
4.399000e-06,4.100000e-07,4,'1',53,'1'
4.399000e-06,4.150000e-07,4,'1',52,'1'
4.399000e-06,4.200000e-07,4,'1',51,'1'
4.399000e-06,4.250000e-07,4,'1',51,'1'
4.399000e-06,4.300000e-07,4,'1',50,'1'
4.399000e-06,4.350000e-07,4,'1',49,'1'
4.399000e-06,4.400000e-07,4,'1',49,'1'
4.399000e-06,4.450000e-07,4,'1',49,'1'
4.399000e-06,4.500000e-07,4,'1',48,'1'
4.399000e-06,4.540000e-07,4,'1',47,'1'
4.399000e-06,4.590000e-07,3,'1',46,'1'
4.399000e-06,4.640000e-07,3,'1',47,'1'
4.399000e-06,4.700000e-07,4,'1',46,'1'
4.399000e-06,4.750000e-07,3,'1',45,'1'
4.399000e-06,4.800000e-07,3,'1',45,'1'
4.399000e-06,4.850000e-07,3,'1',45,'1'
4.399000e-06,4.900000e-07,3,'1',44,'1'
4.399000e-06,4.950000e-07,4,'1',44,'1'
4.600000e-06,5.000000e-09,203,'1',4599,'1'
4.600000e-06,1.000000e-08,229,'1',2299,'1'
4.600000e-06,1.500000e-08,152,'1',1533,'1'
4.600000e-06,1.900000e-08,114,'1',1149,'1'
4.600000e-06,2.400000e-08,91,'1',919,'1'
4.600000e-06,3.000000e-08,75,'1',766,'1'
4.600000e-06,3.500000e-08,65,'1',656,'1'
4.600000e-06,4.000000e-08,57,'1',574,'1'
4.600000e-06,4.500000e-08,50,'1',510,'1'
4.600000e-06,4.900000e-08,45,'1',459,'1'
4.600000e-06,5.400000e-08,41,'1',418,'1'
4.600000e-06,6.000000e-08,37,'1',382,'1'
4.600000e-06,6.500000e-08,35,'1',353,'1'
4.600000e-06,7.000000e-08,32,'1',327,'1'
4.600000e-06,7.500000e-08,30,'1',306,'1'
4.600000e-06,7.900000e-08,28,'1',287,'1'
4.600000e-06,8.400000e-08,26,'1',270,'1'
4.600000e-06,9.000000e-08,25,'1',255,'1'
4.600000e-06,9.500000e-08,23,'0',241,'1'
4.600000e-06,1.000000e-07,22,'0',229,'1'
4.600000e-06,1.050000e-07,21,'0',218,'0'
4.600000e-06,1.090000e-07,20,'0',208,'0'
4.600000e-06,1.140000e-07,19,'0',199,'0'
4.600000e-06,1.200000e-07,18,'0',191,'0'
4.600000e-06,1.250000e-07,18,'0',183,'0'
4.600000e-06,1.300000e-07,16,'0',176,'1'
4.600000e-06,1.350000e-07,16,'0',169,'1'
4.600000e-06,1.400000e-07,15,'0',163,'1'
4.600000e-06,1.450000e-07,15,'0',158,'1'
4.600000e-06,1.500000e-07,14,'0',152,'1'
4.600000e-06,1.550000e-07,14,'1',148,'1'
4.600000e-06,1.600000e-07,13,'1',143,'1'
4.600000e-06,1.640000e-07,13,'1',139,'1'
4.600000e-06,1.690000e-07,13,'1',134,'1'
4.600000e-06,1.750000e-07,12,'1',130,'1'
4.600000e-06,1.800000e-07,11,'1',127,'1'
4.600000e-06,1.850000e-07,11,'1',123,'1'
4.600000e-06,1.900000e-07,11,'1',120,'1'
4.600000e-06,1.950000e-07,10,'1',117,'1'
4.600000e-06,2.000000e-07,10,'1',114,'1'
4.600000e-06,2.050000e-07,10,'1',111,'1'
4.600000e-06,2.100000e-07,10,'1',108,'1'
4.600000e-06,2.150000e-07,9,'1',106,'1'
4.600000e-06,2.200000e-07,9,'1',103,'1'
4.600000e-06,2.250000e-07,9,'1',101,'1'
4.600000e-06,2.300000e-07,9,'1',99,'1'
4.600000e-06,2.350000e-07,9,'1',97,'1'
4.600000e-06,2.400000e-07,9,'1',95,'1'
4.600000e-06,2.450000e-07,8,'1',93,'1'
4.600000e-06,2.500000e-07,9,'1',91,'1'
4.600000e-06,2.550000e-07,8,'1',89,'1'
4.600000e-06,2.600000e-07,8,'1',88,'1'
4.600000e-06,2.650000e-07,8,'1',86,'1'
4.600000e-06,2.700000e-07,7,'1',84,'1'
4.600000e-06,2.750000e-07,8,'1',83,'1'
4.600000e-06,2.800000e-07,7,'1',81,'1'
4.600000e-06,2.850000e-07,7,'1',80,'1'
4.600000e-06,2.900000e-07,7,'1',79,'1'
4.600000e-06,2.950000e-07,6,'1',77,'1'
4.600000e-06,3.000000e-07,6,'1',76,'1'
4.600000e-06,3.050000e-07,7,'1',75,'1'
4.600000e-06,3.100000e-07,6,'1',74,'1'
4.600000e-06,3.150000e-07,7,'1',72,'1'
4.600000e-06,3.200000e-07,6,'1',71,'1'
4.600000e-06,3.250000e-07,6,'1',70,'1'
4.600000e-06,3.300000e-07,6,'1',69,'1'
4.600000e-06,3.350000e-07,5,'1',68,'1'
4.600000e-06,3.390000e-07,6,'1',66,'1'
4.600000e-06,3.450000e-07,6,'1',66,'1'
4.600000e-06,3.500000e-07,6,'1',65,'1'
4.600000e-06,3.550000e-07,5,'1',64,'1'
4.600000e-06,3.600000e-07,5,'1',63,'1'
4.600000e-06,3.650000e-07,5,'1',62,'1'
4.600000e-06,3.700000e-07,6,'1',62,'1'
4.600000e-06,3.750000e-07,5,'1',60,'1'
4.600000e-06,3.800000e-07,5,'1',59,'1'
4.600000e-06,3.850000e-07,5,'1',58,'1'
4.600000e-06,3.900000e-07,5,'1',57,'1'
4.600000e-06,3.950000e-07,4,'1',58,'1'
4.600000e-06,4.000000e-07,4,'1',56,'1'
4.600000e-06,4.050000e-07,5,'1',56,'1'
4.600000e-06,4.100000e-07,5,'1',55,'1'
4.600000e-06,4.150000e-07,4,'1',54,'1'
4.600000e-06,4.200000e-07,4,'1',54,'1'
4.600000e-06,4.250000e-07,4,'1',53,'1'
4.600000e-06,4.300000e-07,4,'1',52,'1'
4.600000e-06,4.350000e-07,4,'1',52,'1'
4.600000e-06,4.400000e-07,4,'1',51,'1'
4.600000e-06,4.450000e-07,5,'1',51,'1'
4.600000e-06,4.500000e-07,4,'1',50,'1'
4.600000e-06,4.540000e-07,4,'1',50,'1'
4.600000e-06,4.590000e-07,4,'1',49,'1'
4.600000e-06,4.640000e-07,4,'1',48,'1'
4.600000e-06,4.700000e-07,4,'1',48,'1'
4.600000e-06,4.750000e-07,3,'1',47,'1'
4.600000e-06,4.800000e-07,4,'1',47,'1'
4.600000e-06,4.850000e-07,4,'1',46,'1'
4.600000e-06,4.900000e-07,3,'1',46,'1'
4.600000e-06,4.950000e-07,4,'1',46,'1'
4.800000e-06,5.000000e-09,223,'1',4799,'1'
4.800000e-06,1.000000e-08,239,'1',2399,'1'
4.800000e-06,1.500000e-08,159,'1',1599,'1'
4.800000e-06,1.900000e-08,119,'1',1199,'1'
4.800000e-06,2.400000e-08,95,'1',959,'1'
4.800000e-06,3.000000e-08,79,'1',799,'1'
4.800000e-06,3.500000e-08,68,'1',685,'1'
4.800000e-06,4.000000e-08,59,'1',599,'1'
4.800000e-06,4.500000e-08,52,'1',532,'1'
4.800000e-06,4.900000e-08,47,'1',479,'1'
4.800000e-06,5.400000e-08,43,'1',435,'1'
4.800000e-06,6.000000e-08,39,'1',399,'1'
4.800000e-06,6.500000e-08,36,'1',368,'1'
4.800000e-06,7.000000e-08,33,'1',342,'1'
4.800000e-06,7.500000e-08,31,'1',319,'1'
4.800000e-06,7.900000e-08,29,'1',299,'1'
4.800000e-06,8.400000e-08,27,'1',281,'1'
4.800000e-06,9.000000e-08,26,'1',266,'1'
4.800000e-06,9.500000e-08,24,'0',252,'1'
4.800000e-06,1.000000e-07,23,'0',239,'1'
4.800000e-06,1.050000e-07,22,'0',227,'1'
4.800000e-06,1.090000e-07,21,'0',217,'0'
4.800000e-06,1.140000e-07,19,'0',207,'0'
4.800000e-06,1.200000e-07,19,'0',199,'0'
4.800000e-06,1.250000e-07,18,'0',191,'0'
4.800000e-06,1.300000e-07,18,'0',183,'0'
4.800000e-06,1.350000e-07,17,'0',177,'1'
4.800000e-06,1.400000e-07,16,'0',171,'1'
4.800000e-06,1.450000e-07,16,'0',165,'1'
4.800000e-06,1.500000e-07,15,'0',159,'1'
4.800000e-06,1.550000e-07,14,'0',154,'1'
4.800000e-06,1.600000e-07,14,'0',149,'1'
4.800000e-06,1.640000e-07,14,'1',144,'1'
4.800000e-06,1.690000e-07,13,'1',140,'1'
4.800000e-06,1.750000e-07,13,'1',136,'1'
4.800000e-06,1.800000e-07,12,'1',132,'1'
4.800000e-06,1.850000e-07,12,'1',129,'1'
4.800000e-06,1.900000e-07,11,'1',125,'1'
4.800000e-06,1.950000e-07,12,'1',122,'1'
4.800000e-06,2.000000e-07,11,'1',119,'1'
4.800000e-06,2.050000e-07,11,'1',116,'1'
4.800000e-06,2.100000e-07,11,'1',113,'1'
4.800000e-06,2.150000e-07,10,'1',111,'1'
4.800000e-06,2.200000e-07,10,'1',109,'1'
4.800000e-06,2.250000e-07,10,'1',106,'1'
4.800000e-06,2.300000e-07,10,'1',104,'1'
4.800000e-06,2.350000e-07,10,'1',101,'1'
4.800000e-06,2.400000e-07,9,'1',99,'1'
4.800000e-06,2.450000e-07,9,'1',97,'1'
4.800000e-06,2.500000e-07,9,'1',95,'1'
4.800000e-06,2.550000e-07,8,'1',93,'1'
4.800000e-06,2.600000e-07,9,'1',92,'1'
4.800000e-06,2.650000e-07,9,'1',89,'1'
4.800000e-06,2.700000e-07,8,'1',88,'1'
4.800000e-06,2.750000e-07,7,'1',86,'1'
4.800000e-06,2.800000e-07,7,'1',84,'1'
4.800000e-06,2.850000e-07,8,'1',83,'1'
4.800000e-06,2.900000e-07,7,'1',82,'1'
4.800000e-06,2.950000e-07,7,'1',80,'1'
4.800000e-06,3.000000e-07,7,'1',79,'1'
4.800000e-06,3.050000e-07,7,'1',77,'1'
4.800000e-06,3.100000e-07,7,'1',76,'1'
4.800000e-06,3.150000e-07,7,'1',75,'1'
4.800000e-06,3.200000e-07,7,'1',74,'1'
4.800000e-06,3.250000e-07,7,'1',73,'1'
4.800000e-06,3.300000e-07,6,'1',72,'1'
4.800000e-06,3.350000e-07,6,'1',70,'1'
4.800000e-06,3.390000e-07,7,'1',69,'1'
4.800000e-06,3.450000e-07,6,'1',68,'1'
4.800000e-06,3.500000e-07,6,'1',67,'1'
4.800000e-06,3.550000e-07,6,'1',67,'1'
4.800000e-06,3.600000e-07,5,'1',65,'1'
4.800000e-06,3.650000e-07,6,'1',64,'1'
4.800000e-06,3.700000e-07,5,'1',64,'1'
4.800000e-06,3.750000e-07,5,'1',63,'1'
4.800000e-06,3.800000e-07,5,'1',63,'1'
4.800000e-06,3.850000e-07,6,'1',61,'1'
4.800000e-06,3.900000e-07,5,'1',61,'1'
4.800000e-06,3.950000e-07,5,'1',59,'1'
4.800000e-06,4.000000e-07,5,'1',59,'1'
4.800000e-06,4.050000e-07,5,'1',58,'1'
4.800000e-06,4.100000e-07,5,'1',58,'1'
4.800000e-06,4.150000e-07,5,'1',57,'1'
4.800000e-06,4.200000e-07,5,'1',56,'1'
4.800000e-06,4.250000e-07,5,'1',55,'1'
4.800000e-06,4.300000e-07,5,'1',55,'1'
4.800000e-06,4.350000e-07,4,'1',54,'1'
4.800000e-06,4.400000e-07,4,'1',53,'1'
4.800000e-06,4.450000e-07,5,'1',53,'1'
4.800000e-06,4.500000e-07,4,'1',52,'1'
4.800000e-06,4.540000e-07,4,'1',51,'1'
4.800000e-06,4.590000e-07,4,'1',51,'1'
4.800000e-06,4.640000e-07,4,'1',51,'1'
4.800000e-06,4.700000e-07,4,'1',50,'1'
4.800000e-06,4.750000e-07,4,'1',50,'1'
4.800000e-06,4.800000e-07,4,'1',49,'1'
4.800000e-06,4.850000e-07,4,'1',49,'1'
4.800000e-06,4.900000e-07,4,'1',48,'1'
4.800000e-06,4.950000e-07,4,'1',47,'1'
5.000000e-06,5.000000e-09,243,'1',4999,'1'
5.000000e-06,1.000000e-08,249,'1',2499,'1'
5.000000e-06,1.500000e-08,166,'1',1665,'1'
5.000000e-06,1.900000e-08,124,'1',1249,'1'
5.000000e-06,2.400000e-08,99,'1',999,'1'
5.000000e-06,3.000000e-08,82,'1',832,'1'
5.000000e-06,3.500000e-08,71,'1',714,'1'
5.000000e-06,4.000000e-08,61,'1',624,'1'
